time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.318960,-0.0939,-0.1801,-0.0013,0.203
6.352193,-0.1317,-0.1550,-0.0715,0.216
6.366338,-0.1518,-0.1955,-0.0832,0.261
6.379447,-0.0925,-0.3380,-0.0202,0.351
6.399636,-0.0164,-0.2272,-0.0316,0.230
6.419865,-0.0498,-0.1444,-0.0399,0.158
6.453197,-0.1188,-0.2217,-0.0117,0.252
6.465174,-0.1287,-0.2355,-0.0108,0.269
6.481116,-0.0598,-0.1714,0.0239,0.183
6.500874,-0.1056,-0.1401,-0.0421,0.180
6.521304,-0.1393,-0.2493,-0.0359,0.288
6.549623,0.0035,-0.1837,0.0265,0.186
6.563950,0.0153,-0.1481,-0.0072,0.149
6.581685,-0.1105,-0.1978,-0.0642,0.236
6.602081,-0.1525,-0.2512,-0.0437,0.297
6.622268,-0.0881,-0.1520,-0.0752,0.191
6.654076,-0.1574,-0.2164,-0.0582,0.274
6.665163,-0.1547,-0.1946,-0.0368,0.251
6.682960,-0.1473,-0.1429,0.0283,0.207
6.702689,-0.1629,-0.2100,-0.0317,0.268
6.723453,-0.1177,-0.1951,-0.0310,0.230
6.754307,-0.1210,-0.1683,0.0172,0.208
6.770720,-0.1294,-0.2115,0.0065,0.248
6.784094,-0.1060,-0.2143,0.0117,0.239
6.804551,-0.0795,-0.1854,0.0199,0.203
6.824794,-0.0853,-0.1549,-0.0507,0.184
6.853072,-0.0406,-0.2187,-0.0156,0.223
6.866756,-0.0880,-0.2000,-0.0120,0.219
6.885511,-0.0900,-0.1830,-0.0106,0.204
6.905488,-0.0518,-0.1791,-0.0744,0.201
6.925620,-0.0425,-0.2000,-0.0700,0.216
6.949737,-0.0492,-0.1974,-0.0119,0.204
6.965952,-0.0566,-0.1847,-0.0317,0.196
6.986477,-0.0590,-0.2291,-0.0494,0.242
7.006435,-0.0894,-0.2369,-0.0401,0.256
7.026368,-0.0119,-0.1471,-0.0017,0.148
7.049956,-0.0353,-0.2322,-0.0295,0.237
7.066618,-0.0624,-0.2439,0.0123,0.252
7.086697,-0.0654,-0.2107,-0.0204,0.222
7.107389,-0.0196,-0.2409,0.0020,0.242
7.127520,-0.0780,-0.2642,-0.0208,0.276
7.153349,-0.0703,-0.1607,-0.0579,0.185
7.167520,-0.0773,-0.1766,-0.0768,0.208
7.187553,-0.0433,-0.2532,-0.0608,0.264
7.208332,-0.0050,-0.2688,0.0413,0.272
7.228701,-0.1101,-0.1272,0.0136,0.169
7.251853,-0.1762,-0.1924,-0.0330,0.263
7.268952,-0.0737,-0.2199,-0.0287,0.234
7.289318,-0.0562,-0.2144,-0.0028,0.222
7.309047,-0.0549,-0.1848,-0.0416,0.197
7.329960,-0.0237,-0.2253,-0.0555,0.233
7.349741,-0.0127,-0.2455,-0.0919,0.262
7.370363,-0.0611,-0.2192,-0.0184,0.228
7.389992,-0.0982,-0.1937,0.0302,0.219
7.410470,-0.0703,-0.2389,-0.0176,0.250
7.430326,0.0435,-0.1849,-0.0807,0.206
7.452733,-0.0555,-0.2111,-0.0130,0.219
7.471523,-0.0752,-0.2299,-0.0070,0.242
7.491275,-0.0852,-0.2369,-0.0153,0.252
7.511538,-0.0776,-0.1888,-0.0516,0.211
7.531210,-0.1094,-0.2078,0.0085,0.235
7.552209,-0.1214,-0.2233,0.0154,0.255
7.572614,-0.0419,-0.2255,0.0385,0.233
7.592271,-0.0107,-0.1775,-0.0684,0.191
7.612785,-0.0800,-0.2184,-0.0487,0.238
7.632999,-0.0594,-0.1773,-0.0413,0.192
7.662703,-0.1707,-0.1824,-0.0564,0.256
7.673251,-0.1629,-0.2236,-0.0017,0.277
7.693518,-0.0870,-0.2052,-0.0395,0.226
7.713758,-0.0177,-0.1963,-0.0246,0.199
7.733712,-0.0144,-0.1983,-0.0530,0.206
7.761552,-0.1056,-0.1924,-0.0213,0.221
7.774040,-0.1109,-0.1924,-0.0683,0.232
7.794670,-0.1002,-0.2161,-0.0028,0.238
7.814774,-0.1503,-0.1680,0.0307,0.228
7.834999,-0.0559,-0.1918,-0.0318,0.202
7.864813,-0.0847,-0.2035,-0.0621,0.229
7.875248,-0.0841,-0.2102,-0.0424,0.230
7.895722,-0.0901,-0.2129,0.0079,0.231
7.915635,-0.1974,-0.1777,-0.0261,0.267
7.936070,-0.1521,-0.1738,-0.0728,0.242
7.963559,-0.0940,-0.1877,-0.0580,0.218
7.976667,-0.0408,-0.2237,-0.0143,0.228
7.996880,-0.0190,-0.2253,-0.0061,0.226
8.016894,-0.0739,-0.1837,-0.0211,0.199
8.037203,-0.0746,-0.2175,-0.0077,0.230
8.059549,-0.0768,-0.2055,-0.0379,0.223
8.077239,-0.0490,-0.2171,-0.0358,0.225
8.096994,-0.0625,-0.1758,-0.0057,0.187
8.117472,-0.0482,-0.2400,0.0067,0.245
8.138435,-0.1143,-0.1810,-0.0414,0.218
8.161244,-0.1344,-0.1464,-0.0457,0.204
8.178569,-0.1217,-0.2037,-0.0195,0.238
8.198746,-0.0934,-0.1969,-0.0029,0.218
8.218991,-0.0940,-0.2384,-0.0275,0.258
8.238630,-0.0203,-0.2403,0.0010,0.241
8.258798,0.0417,-0.2323,-0.0802,0.249
8.279866,-0.0366,-0.1901,-0.0701,0.206
8.300152,-0.0599,-0.2328,-0.0265,0.242
8.319495,-0.0379,-0.2083,-0.0183,0.212
8.350781,-0.0854,-0.1645,-0.0207,0.187
8.359906,-0.1363,-0.1956,-0.0494,0.243
8.380104,-0.1396,-0.2030,-0.0246,0.248
8.401050,-0.0625,-0.2270,-0.0244,0.237
8.420576,-0.0839,-0.1909,0.0031,0.209
8.451956,-0.0359,-0.2264,-0.0524,0.235
8.463473,-0.0615,-0.2020,-0.0255,0.213
8.481519,-0.0688,-0.2013,0.0105,0.213
8.501515,-0.0904,-0.2161,-0.0289,0.236
8.522060,-0.0519,-0.1993,-0.0062,0.206
8.551755,-0.0594,-0.2333,-0.0611,0.248
8.561767,-0.0475,-0.2063,-0.0516,0.218
8.582677,-0.0425,-0.2156,-0.0057,0.220
8.602355,-0.0620,-0.2389,-0.0306,0.249
8.623011,-0.0937,-0.1972,-0.0497,0.224
8.650448,-0.0732,-0.1602,0.0371,0.180
8.662840,-0.1106,-0.1743,-0.0213,0.208
8.683836,-0.1333,-0.2283,-0.0693,0.273
8.703705,-0.1451,-0.1813,-0.0347,0.235
8.723581,-0.0238,-0.1866,0.0078,0.188
8.752033,-0.0419,-0.2032,-0.0449,0.212
8.763597,-0.0041,-0.1809,-0.0855,0.200
8.785149,-0.0240,-0.2072,-0.0776,0.223
8.805007,-0.1148,-0.1782,-0.0354,0.215
8.824877,-0.1327,-0.2406,0.0055,0.275
8.851777,-0.0794,-0.1739,-0.0170,0.192
8.864835,-0.0945,-0.1692,-0.0482,0.200
8.885165,-0.0687,-0.2657,-0.0442,0.278
8.905764,-0.1229,-0.1973,-0.0266,0.234
8.925867,-0.0989,-0.2188,-0.0027,0.240
8.947009,-0.0923,-0.2292,-0.0084,0.247
8.966707,-0.0215,-0.1569,-0.0870,0.181
8.986525,-0.0979,-0.2001,-0.0856,0.239
9.006226,-0.0784,-0.2243,-0.0442,0.242
9.026930,-0.0064,-0.2238,-0.0194,0.225
9.048639,-0.0409,-0.1824,-0.0390,0.191
9.066918,-0.0201,-0.2132,-0.0510,0.220
9.087443,-0.0547,-0.2518,-0.0893,0.273
9.107801,-0.0025,-0.1932,-0.0358,0.196
