time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.644715,0.0260,-0.3242,-0.1727,0.368
5.665044,0.0751,-0.3077,-0.3548,0.476
5.685215,-0.0574,-0.2774,-0.2709,0.392
5.710388,-0.0306,-0.2154,-0.3610,0.422
5.725453,0.0107,-0.2259,-0.3883,0.449
5.745487,0.1608,-0.2865,-0.3961,0.515
5.766528,0.2248,-0.3175,-0.2709,0.474
5.786413,0.1727,-0.3394,-0.0746,0.388
5.812799,0.0471,-0.3312,0.1363,0.361
5.826600,-0.0126,-0.4150,0.1340,0.436
5.847231,-0.0786,-0.3699,0.0971,0.390
5.867467,-0.0669,-0.3288,0.0677,0.342
5.887657,-0.1382,-0.2382,0.0156,0.276
5.913941,-0.2050,-0.2680,-0.0918,0.350
5.927555,-0.1493,-0.2584,-0.1400,0.330
5.947934,-0.0743,-0.2661,-0.1073,0.296
5.968739,-0.0384,-0.2885,-0.0682,0.299
5.988419,0.0077,-0.3296,-0.0292,0.331
6.017575,0.0487,-0.3436,-0.0932,0.359
6.029505,0.0734,-0.2815,-0.0981,0.307
6.049756,0.1232,-0.2263,-0.1683,0.308
6.069617,0.1114,-0.3962,-0.1212,0.429
6.090229,0.1132,-0.3880,-0.1521,0.432
6.119204,-0.0756,-0.2662,-0.0525,0.282
6.130690,-0.1468,-0.2473,-0.0753,0.297
6.150493,-0.1336,-0.2479,0.0212,0.282
6.171189,-0.1980,-0.2637,0.0633,0.336
6.190961,-0.1873,-0.3453,0.1197,0.411
6.221735,-0.2020,-0.3725,0.1923,0.465
6.231840,-0.1552,-0.4256,0.2423,0.514
6.252302,-0.1294,-0.4117,0.1943,0.473
6.272049,-0.1962,-0.3807,0.2347,0.488
6.293070,-0.1611,-0.2776,0.2290,0.394
6.323087,-0.1725,-0.3328,0.0171,0.375
6.332537,-0.1480,-0.3229,-0.0920,0.367
6.352856,-0.0628,-0.2825,-0.1524,0.327
6.373661,0.0656,-0.2517,-0.1155,0.285
6.393974,0.0515,-0.3289,-0.1663,0.372
6.413420,0.0968,-0.3360,-0.1669,0.387
6.434615,0.1553,-0.2591,-0.1563,0.340
6.454419,0.0208,-0.2671,-0.1512,0.308
6.474828,-0.0346,-0.3194,-0.0248,0.322
6.504222,-0.0415,-0.2886,0.0464,0.295
6.515531,-0.0488,-0.3057,0.0539,0.314
6.535422,0.0275,-0.3105,0.0586,0.317
6.555618,-0.0216,-0.3073,0.0173,0.309
6.576037,-0.0626,-0.2882,-0.0144,0.295
6.606509,-0.2242,-0.3106,-0.0098,0.383
6.616255,-0.2387,-0.2598,-0.0063,0.353
6.636885,-0.2188,-0.2634,0.0173,0.343
6.656701,-0.1535,-0.3019,-0.0072,0.339
6.677717,-0.0255,-0.3263,0.0065,0.327
6.708088,0.0236,-0.2695,-0.0656,0.278
6.718045,0.0154,-0.3046,-0.0108,0.305
6.737602,-0.0663,-0.3555,0.0917,0.373
6.758149,-0.1183,-0.3047,0.0757,0.335
6.777861,-0.0264,-0.2497,-0.0034,0.251
6.810206,-0.0401,-0.2956,-0.0680,0.306
6.822102,-0.0837,-0.3676,-0.0470,0.380
6.839127,-0.0609,-0.3646,-0.0058,0.370
6.859053,-0.1137,-0.2119,-0.0106,0.241
6.879965,-0.0778,-0.2891,-0.0756,0.309
6.911098,-0.0266,-0.2628,-0.1149,0.288
6.919725,-0.0148,-0.3228,-0.0640,0.329
6.939980,-0.0007,-0.3299,-0.0065,0.330
6.960919,0.0259,-0.3089,0.0332,0.312
6.980496,-0.0731,-0.2707,-0.0092,0.281
7.015622,-0.0565,-0.2851,-0.0566,0.296
7.028628,-0.0733,-0.2972,-0.0009,0.306
7.041484,-0.0398,-0.3713,0.0236,0.374
7.062065,-0.0534,-0.2712,0.0616,0.283
7.081894,-0.0240,-0.2991,0.0096,0.300
7.106528,-0.0655,-0.2542,-0.0920,0.278
7.122560,-0.0309,-0.2633,-0.1458,0.303
7.142297,-0.0522,-0.2595,-0.1427,0.301
7.163294,-0.1181,-0.3149,-0.0246,0.337
7.183391,-0.0635,-0.3192,0.0202,0.326
7.207998,0.0614,-0.3048,0.0406,0.314
7.223939,0.0712,-0.2737,0.0099,0.283
7.243555,-0.0332,-0.3353,-0.0537,0.341
7.264577,-0.0958,-0.2923,-0.0001,0.308
7.284744,-0.1420,-0.2785,-0.0178,0.313
7.310413,-0.1171,-0.2908,-0.0410,0.316
7.324746,-0.0978,-0.3410,-0.0178,0.355
7.344988,-0.0489,-0.2642,0.0066,0.269
7.365644,0.0224,-0.2602,0.0207,0.262
7.386292,-0.0010,-0.3152,0.0394,0.318
7.412070,-0.0957,-0.3314,0.0699,0.352
7.425852,-0.0489,-0.2694,0.0314,0.276
7.446989,-0.0414,-0.3246,0.0013,0.327
7.466602,0.0167,-0.2866,-0.0900,0.301
7.487335,-0.0105,-0.2647,-0.1230,0.292
7.515322,-0.0986,-0.3112,-0.0549,0.331
7.527501,-0.0946,-0.2924,-0.0602,0.313
7.547738,-0.0129,-0.3167,-0.1051,0.334
7.568499,0.0765,-0.3528,-0.0613,0.366
7.588694,0.1472,-0.3115,-0.0820,0.354
7.616319,0.0472,-0.3156,0.0272,0.320
7.629315,-0.0643,-0.3395,0.0371,0.347
7.649249,-0.1382,-0.3365,0.0231,0.364
7.669865,-0.1029,-0.2606,0.0314,0.282
7.690106,-0.0393,-0.2628,-0.0256,0.267
7.718307,-0.0112,-0.2800,-0.1512,0.318
7.730629,-0.0186,-0.3540,-0.0987,0.368
7.750858,-0.0291,-0.3522,0.0076,0.353
7.771214,-0.0048,-0.3353,-0.0136,0.336
7.791318,-0.0534,-0.2802,-0.0734,0.295
7.820834,-0.0100,-0.3404,-0.0294,0.342
7.832389,-0.0027,-0.3474,0.0116,0.348
7.852720,-0.0329,-0.3205,0.0559,0.327
7.872321,-0.0664,-0.3184,0.0273,0.326
7.892737,-0.0455,-0.2974,-0.0505,0.305
7.919741,-0.1387,-0.2998,-0.0713,0.338
7.933238,-0.1433,-0.2930,-0.1157,0.346
7.953030,-0.0745,-0.2934,-0.1066,0.321
7.973491,0.0083,-0.2646,-0.0332,0.267
7.993893,-0.0008,-0.2786,-0.0226,0.280
8.024867,-0.0082,-0.3917,-0.0068,0.392
8.037049,0.0297,-0.3338,-0.0586,0.340
8.054705,0.0174,-0.2747,-0.0822,0.287
8.074472,-0.0391,-0.2458,-0.0748,0.260
8.095437,-0.0131,-0.3460,-0.0817,0.356
8.115470,-0.0775,-0.3222,-0.0029,0.331
8.135610,0.0627,-0.2893,-0.0255,0.297
8.155353,0.0129,-0.3060,-0.0029,0.306
8.176113,-0.0313,-0.3028,-0.0045,0.304
8.195752,-0.0928,-0.2889,-0.0085,0.304
8.218258,-0.1814,-0.2463,-0.0089,0.306
8.237026,-0.2012,-0.2637,0.0012,0.332
8.256711,-0.1432,-0.2764,0.0431,0.314
8.277643,-0.0265,-0.3389,0.0211,0.341
8.297016,-0.0157,-0.3030,0.0343,0.305
8.321581,-0.1276,-0.3223,-0.0302,0.348
8.338309,-0.1159,-0.3157,-0.0319,0.338
8.358104,-0.0106,-0.2940,-0.0112,0.294
8.378833,-0.0528,-0.2703,-0.0069,0.276
8.407410,-0.0517,-0.3357,-0.0848,0.350
8.419860,0.0118,-0.3339,-0.0803,0.344
8.438758,0.0608,-0.3170,-0.0725,0.331
8.459659,0.1175,-0.2877,-0.0076,0.311
8.479198,0.0557,-0.3184,-0.0406,0.326
8.511952,-0.0494,-0.2922,-0.0457,0.300
8.524505,-0.0727,-0.2852,0.0038,0.294
8.540558,-0.0665,-0.3023,0.0112,0.310
8.560647,-0.0105,-0.2704,-0.0407,0.274
8.580809,0.0029,-0.2686,-0.1170,0.293
8.614759,-0.0521,-0.3096,-0.0399,0.316
8.628010,-0.0943,-0.3187,-0.0370,0.334
8.641641,-0.0950,-0.3027,0.0226,0.318
8.661437,-0.1186,-0.2670,0.0253,0.293
8.682121,-0.1321,-0.2815,-0.0086,0.311
8.716543,-0.0144,-0.3151,-0.0539,0.320
8.728922,-0.0023,-0.2561,-0.0403,0.259
8.742414,-0.0086,-0.3082,-0.0788,0.318
8.762613,-0.0302,-0.2962,-0.0672,0.305
8.782526,-0.0292,-0.2944,-0.0570,0.301
8.808113,-0.0739,-0.2926,-0.0497,0.306
8.823531,-0.0593,-0.3208,-0.0063,0.326
8.843597,0.0078,-0.2590,0.0012,0.259
8.864045,0.0446,-0.2327,-0.0503,0.242
8.884275,-0.0494,-0.3307,-0.0745,0.343
8.909926,-0.1022,-0.2827,-0.0818,0.312
8.924882,-0.1190,-0.2589,-0.0107,0.285
8.944464,-0.1629,-0.2571,-0.0140,0.305
8.965417,-0.1285,-0.3247,-0.0273,0.350
8.984998,-0.0714,-0.2770,-0.0384,0.289
9.013308,0.0121,-0.3291,-0.0701,0.337
9.025382,-0.0434,-0.3080,-0.0309,0.313
9.045861,-0.0007,-0.2819,-0.0244,0.283
9.066439,-0.0196,-0.2619,0.0647,0.270
9.086633,-0.0733,-0.2578,0.0444,0.272
9.114765,-0.0567,-0.2670,-0.0520,0.278
9.126499,-0.0217,-0.2621,-0.0880,0.277
9.147568,-0.0363,-0.3130,-0.0749,0.324
9.167179,-0.0605,-0.2700,-0.0911,0.291
9.187828,-0.0858,-0.2942,-0.0781,0.316
9.217502,-0.0596,-0.2847,-0.0147,0.291
9.228461,0.0247,-0.2916,-0.0596,0.299
9.248870,0.0903,-0.3296,-0.0717,0.349
9.268127,0.0886,-0.3442,-0.0613,0.361
9.288589,-0.0250,-0.2788,-0.0772,0.290
9.320520,-0.1180,-0.2739,0.0283,0.300
9.331918,-0.1737,-0.2550,0.0792,0.319
9.349981,-0.1760,-0.2966,0.0815,0.354
9.369845,-0.1579,-0.2734,0.1139,0.336
9.390155,-0.1050,-0.2960,0.2042,0.375
9.419796,0.2398,-0.3910,0.1313,0.477
9.430158,0.3166,-0.3786,0.0733,0.499
9.450554,0.2527,-0.3154,-0.0797,0.412
9.471235,0.0641,-0.2573,-0.2996,0.400
9.492136,-0.2124,-0.1491,-0.4087,0.484
9.522025,-0.4457,-0.1895,-0.2375,0.539
9.532088,-0.4387,-0.2451,-0.1477,0.524
9.551668,-0.1604,-0.3969,0.1526,0.454
9.572385,0.1319,-0.3517,0.2457,0.449
9.592973,0.3419,-0.3624,0.0820,0.505
9.613126,0.1290,-0.2911,-0.0397,0.321
9.633565,-0.1903,-0.2259,-0.0763,0.305
9.653644,-0.3908,-0.2606,-0.0541,0.473
9.673954,-0.3631,-0.3077,0.0697,0.481
9.693728,-0.1241,-0.2917,0.1005,0.333
9.716648,-0.0154,-0.3177,0.0759,0.327
9.734837,0.0428,-0.2934,-0.0553,0.302
9.754262,-0.0230,-0.2760,-0.1261,0.304
9.775274,-0.0268,-0.2377,-0.1839,0.302
9.794662,-0.0409,-0.2904,-0.0710,0.302
9.818448,-0.0057,-0.3181,0.0665,0.325
9.836368,0.0105,-0.3396,0.0813,0.349
9.855761,0.0857,-0.3531,0.0439,0.366
9.876593,0.0532,-0.3124,-0.0144,0.317
9.896558,-0.0335,-0.2710,-0.1267,0.301
9.920481,-0.1244,-0.2831,-0.0797,0.319
9.937503,-0.1667,-0.3283,-0.0094,0.368
9.957807,-0.1251,-0.2696,0.0514,0.302
9.977436,0.0382,-0.3287,-0.0520,0.335
9.997629,0.0694,-0.2854,-0.1143,0.315
10.022549,0.0577,-0.3358,-0.0429,0.343
10.038531,0.0174,-0.3114,-0.0100,0.312
10.058175,-0.0717,-0.3082,-0.0256,0.317
10.079151,-0.0674,-0.2942,-0.0604,0.308
10.099147,-0.0719,-0.2772,-0.0299,0.288
10.124856,-0.0274,-0.3351,0.0016,0.336
10.139619,-0.0104,-0.3272,0.0101,0.327
10.160127,-0.0318,-0.3152,0.0015,0.317
10.180320,-0.0931,-0.2632,-0.0677,0.287
10.200588,-0.1052,-0.3014,-0.0677,0.326
10.226364,-0.0953,-0.2611,-0.1398,0.311
10.241238,-0.0688,-0.3432,-0.0198,0.351
10.261213,0.0053,-0.2930,0.0750,0.303
10.282014,0.0435,-0.3018,-0.0161,0.305
10.302296,0.0048,-0.3395,-0.1117,0.357
10.328044,-0.0801,-0.2772,-0.0615,0.295
10.342467,-0.1048,-0.2822,0.0207,0.302
10.362878,-0.1231,-0.2994,-0.0147,0.324
10.383124,-0.1415,-0.3278,-0.0075,0.357
10.403015,-0.0181,-0.2729,-0.0441,0.277
10.423424,0.0653,-0.3427,-0.0446,0.352
10.443738,0.1293,-0.2872,-0.0353,0.317
10.463647,-0.0210,-0.3228,-0.0315,0.325
10.484470,-0.1386,-0.2798,0.0371,0.314
10.517530,-0.0832,-0.3041,-0.0221,0.316
10.530333,-0.0796,-0.3323,0.0225,0.342
10.544934,-0.0171,-0.2893,-0.0344,0.292
10.565303,0.0215,-0.2991,-0.0812,0.311
10.585291,-0.0447,-0.2990,-0.0386,0.305
10.622625,-0.1049,-0.2753,0.1136,0.316
10.635000,-0.1218,-0.2945,0.1391,0.348
10.645790,-0.0977,-0.3066,0.1300,0.347
10.666304,-0.1433,-0.3361,0.0108,0.365
